Id,Subject Focus,Eyes,Face,Near,Action,Accessory,Group,Collage,Human,Occlusion,Info,Blur,Pawpularity
49d22da65d724a5f826bea343c2e8bc7_aug4,0,1,1,1,0,0,0,1,0,0,1,0,0.26
49e3ece0abe53099e775cfd9715b57f2,0,1,1,1,0,0,0,0,0,0,0,0,0.22
49e3ece0abe53099e775cfd9715b57f2_aug0,0,1,1,1,0,0,0,0,0,0,0,0,0.22
49e3ece0abe53099e775cfd9715b57f2_aug1,0,1,1,1,0,0,0,0,0,0,0,0,0.22
49e3ece0abe53099e775cfd9715b57f2_aug2,0,1,1,1,0,0,0,0,0,0,0,0,0.22
49e3ece0abe53099e775cfd9715b57f2_aug3,0,1,1,1,0,0,0,0,0,0,0,0,0.22
49e3ece0abe53099e775cfd9715b57f2_aug4,0,1,1,1,0,0,0,0,0,0,0,0,0.22
49e49a0676aff67976d19eff5394f8cc,0,1,1,1,0,0,0,0,0,0,0,0,0.48
49e49a0676aff67976d19eff5394f8cc_aug0,0,1,1,1,0,0,0,0,0,0,0,0,0.48
49e49a0676aff67976d19eff5394f8cc_aug1,0,1,1,1,0,0,0,0,0,0,0,0,0.48
49e49a0676aff67976d19eff5394f8cc_aug2,0,1,1,1,0,0,0,0,0,0,0,0,0.48
49e49a0676aff67976d19eff5394f8cc_aug3,0,1,1,1,0,0,0,0,0,0,0,0,0.48
49e49a0676aff67976d19eff5394f8cc_aug4,0,1,1,1,0,0,0,0,0,0,0,0,0.48
49e9e6ecf45f573fef25ee7bb5ea2bec,0,1,1,1,0,0,0,0,0,0,0,0,0.25
49e9e6ecf45f573fef25ee7bb5ea2bec_aug0,0,1,1,1,0,0,0,0,0,0,0,0,0.25
49e9e6ecf45f573fef25ee7bb5ea2bec_aug1,0,1,1,1,0,0,0,0,0,0,0,0,0.25
49e9e6ecf45f573fef25ee7bb5ea2bec_aug2,0,1,1,1,0,0,0,0,0,0,0,0,0.25
49e9e6ecf45f573fef25ee7bb5ea2bec_aug3,0,1,1,1,0,0,0,0,0,0,0,0,0.25
49e9e6ecf45f573fef25ee7bb5ea2bec_aug4,0,1,1,1,0,0,0,0,0,0,0,0,0.25
49eba6c347fcd6316898987bc7432bf1,0,0,0,0,0,0,0,0,0,0,0,0,0.16
49eba6c347fcd6316898987bc7432bf1_aug0,0,0,0,0,0,0,0,0,0,0,0,0,0.16
49eba6c347fcd6316898987bc7432bf1_aug1,0,0,0,0,0,0,0,0,0,0,0,0,0.16
49eba6c347fcd6316898987bc7432bf1_aug2,0,0,0,0,0,0,0,0,0,0,0,0,0.16
49eba6c347fcd6316898987bc7432bf1_aug3,0,0,0,0,0,0,0,0,0,0,0,0,0.16
49eba6c347fcd6316898987bc7432bf1_aug4,0,0,0,0,0,0,0,0,0,0,0,0,0.16
49eebb8ad416c48cccc5d9347234a98a,0,1,1,1,0,0,0,0,1,1,0,0,0.66
49eebb8ad416c48cccc5d9347234a98a_aug0,0,1,1,1,0,0,0,0,1,1,0,0,0.66
49eebb8ad416c48cccc5d9347234a98a_aug1,0,1,1,1,0,0,0,0,1,1,0,0,0.66
49eebb8ad416c48cccc5d9347234a98a_aug2,0,1,1,1,0,0,0,0,1,1,0,0,0.66
49eebb8ad416c48cccc5d9347234a98a_aug3,0,1,1,1,0,0,0,0,1,1,0,0,0.66
49eebb8ad416c48cccc5d9347234a98a_aug4,0,1,1,1,0,0,0,0,1,1,0,0,0.66
49f4e77fa71fb673b7f77f90b5e89ed1,0,0,0,0,0,0,1,0,0,0,0,0,0.16
49f4e77fa71fb673b7f77f90b5e89ed1_aug0,0,0,0,0,0,0,1,0,0,0,0,0,0.16
49f4e77fa71fb673b7f77f90b5e89ed1_aug1,0,0,0,0,0,0,1,0,0,0,0,0,0.16
49f4e77fa71fb673b7f77f90b5e89ed1_aug2,0,0,0,0,0,0,1,0,0,0,0,0,0.16
49f4e77fa71fb673b7f77f90b5e89ed1_aug3,0,0,0,0,0,0,1,0,0,0,0,0,0.16
49f4e77fa71fb673b7f77f90b5e89ed1_aug4,0,0,0,0,0,0,1,0,0,0,0,0,0.16
49fbb4e913304346011d6a2a51290e87,0,0,1,1,0,0,0,0,0,0,0,0,0.23
49fbb4e913304346011d6a2a51290e87_aug0,0,0,1,1,0,0,0,0,0,0,0,0,0.23
49fbb4e913304346011d6a2a51290e87_aug1,0,0,1,1,0,0,0,0,0,0,0,0,0.23
49fbb4e913304346011d6a2a51290e87_aug2,0,0,1,1,0,0,0,0,0,0,0,0,0.23
49fbb4e913304346011d6a2a51290e87_aug3,0,0,1,1,0,0,0,0,0,0,0,0,0.23
49fbb4e913304346011d6a2a51290e87_aug4,0,0,1,1,0,0,0,0,0,0,0,0,0.23
4a0032b8dccfec0e2719b46544ba32ce,0,1,1,1,0,0,1,0,0,0,0,0,0.37
4a0032b8dccfec0e2719b46544ba32ce_aug0,0,1,1,1,0,0,1,0,0,0,0,0,0.37
4a0032b8dccfec0e2719b46544ba32ce_aug1,0,1,1,1,0,0,1,0,0,0,0,0,0.37
4a0032b8dccfec0e2719b46544ba32ce_aug2,0,1,1,1,0,0,1,0,0,0,0,0,0.37
4a0032b8dccfec0e2719b46544ba32ce_aug3,0,1,1,1,0,0,1,0,0,0,0,0,0.37
4a0032b8dccfec0e2719b46544ba32ce_aug4,0,1,1,1,0,0,1,0,0,0,0,0,0.37
4a116e3b86c9d2a84e5055fee98b6c43,0,0,0,1,0,0,0,0,0,0,0,0,0.29
4a116e3b86c9d2a84e5055fee98b6c43_aug0,0,0,0,1,0,0,0,0,0,0,0,0,0.29
4a116e3b86c9d2a84e5055fee98b6c43_aug1,0,0,0,1,0,0,0,0,0,0,0,0,0.29
4a116e3b86c9d2a84e5055fee98b6c43_aug2,0,0,0,1,0,0,0,0,0,0,0,0,0.29
4a116e3b86c9d2a84e5055fee98b6c43_aug3,0,0,0,1,0,0,0,0,0,0,0,0,0.29
4a116e3b86c9d2a84e5055fee98b6c43_aug4,0,0,0,1,0,0,0,0,0,0,0,0,0.29
4a17a97101a03ab56bee765c65c6a819,0,1,1,1,0,0,0,0,0,0,0,0,0.47
4a17a97101a03ab56bee765c65c6a819_aug0,0,1,1,1,0,0,0,0,0,0,0,0,0.47
4a17a97101a03ab56bee765c65c6a819_aug1,0,1,1,1,0,0,0,0,0,0,0,0,0.47
4a17a97101a03ab56bee765c65c6a819_aug2,0,1,1,1,0,0,0,0,0,0,0,0,0.47
4a17a97101a03ab56bee765c65c6a819_aug3,0,1,1,1,0,0,0,0,0,0,0,0,0.47
4a17a97101a03ab56bee765c65c6a819_aug4,0,1,1,1,0,0,0,0,0,0,0,0,0.47
4a1cfb96220f67ffca330ff41dba678f,0,1,1,0,0,0,1,0,0,0,0,0,0.42
4a1cfb96220f67ffca330ff41dba678f_aug0,0,1,1,0,0,0,1,0,0,0,0,0,0.42
4a1cfb96220f67ffca330ff41dba678f_aug1,0,1,1,0,0,0,1,0,0,0,0,0,0.42
4a1cfb96220f67ffca330ff41dba678f_aug2,0,1,1,0,0,0,1,0,0,0,0,0,0.42
4a1cfb96220f67ffca330ff41dba678f_aug3,0,1,1,0,0,0,1,0,0,0,0,0,0.42
4a1cfb96220f67ffca330ff41dba678f_aug4,0,1,1,0,0,0,1,0,0,0,0,0,0.42
4a434ed3c66165dd57fe9f74744baa34,0,1,1,1,0,0,0,0,0,0,0,0,1.0
4a434ed3c66165dd57fe9f74744baa34_aug0,0,1,1,1,0,0,0,0,0,0,0,0,1.0
4a434ed3c66165dd57fe9f74744baa34_aug1,0,1,1,1,0,0,0,0,0,0,0,0,1.0
4a434ed3c66165dd57fe9f74744baa34_aug2,0,1,1,1,0,0,0,0,0,0,0,0,1.0
4a434ed3c66165dd57fe9f74744baa34_aug3,0,1,1,1,0,0,0,0,0,0,0,0,1.0
4a434ed3c66165dd57fe9f74744baa34_aug4,0,1,1,1,0,0,0,0,0,0,0,0,1.0
4a4b92b7387e75223b2fd1e502e71ce3,0,1,1,1,0,0,1,0,0,0,0,0,0.24
4a4b92b7387e75223b2fd1e502e71ce3_aug0,0,1,1,1,0,0,1,0,0,0,0,0,0.24
4a4b92b7387e75223b2fd1e502e71ce3_aug1,0,1,1,1,0,0,1,0,0,0,0,0,0.24
4a4b92b7387e75223b2fd1e502e71ce3_aug2,0,1,1,1,0,0,1,0,0,0,0,0,0.24
4a4b92b7387e75223b2fd1e502e71ce3_aug3,0,1,1,1,0,0,1,0,0,0,0,0,0.24
4a4b92b7387e75223b2fd1e502e71ce3_aug4,0,1,1,1,0,0,1,0,0,0,0,0,0.24
4a572690dfe0e171f7027e1e0afe578b,0,1,1,1,0,0,0,0,0,0,0,0,0.26
4a572690dfe0e171f7027e1e0afe578b_aug0,0,1,1,1,0,0,0,0,0,0,0,0,0.26
4a572690dfe0e171f7027e1e0afe578b_aug1,0,1,1,1,0,0,0,0,0,0,0,0,0.26
4a572690dfe0e171f7027e1e0afe578b_aug2,0,1,1,1,0,0,0,0,0,0,0,0,0.26
4a572690dfe0e171f7027e1e0afe578b_aug3,0,1,1,1,0,0,0,0,0,0,0,0,0.26
4a572690dfe0e171f7027e1e0afe578b_aug4,0,1,1,1,0,0,0,0,0,0,0,0,0.26
4a5ee28aacb0611e10a69b56639a4dea,0,1,1,1,0,0,0,0,0,0,0,0,0.32
4a5ee28aacb0611e10a69b56639a4dea_aug0,0,1,1,1,0,0,0,0,0,0,0,0,0.32
4a5ee28aacb0611e10a69b56639a4dea_aug1,0,1,1,1,0,0,0,0,0,0,0,0,0.32
4a5ee28aacb0611e10a69b56639a4dea_aug2,0,1,1,1,0,0,0,0,0,0,0,0,0.32
4a5ee28aacb0611e10a69b56639a4dea_aug3,0,1,1,1,0,0,0,0,0,0,0,0,0.32
4a5ee28aacb0611e10a69b56639a4dea_aug4,0,1,1,1,0,0,0,0,0,0,0,0,0.32
4a6dabcfc18e55e8d66060a40ac7e5b0,0,1,1,0,0,0,0,0,0,0,0,0,0.27
4a6dabcfc18e55e8d66060a40ac7e5b0_aug0,0,1,1,0,0,0,0,0,0,0,0,0,0.27
4a6dabcfc18e55e8d66060a40ac7e5b0_aug1,0,1,1,0,0,0,0,0,0,0,0,0,0.27
4a6dabcfc18e55e8d66060a40ac7e5b0_aug2,0,1,1,0,0,0,0,0,0,0,0,0,0.27
4a6dabcfc18e55e8d66060a40ac7e5b0_aug3,0,1,1,0,0,0,0,0,0,0,0,0,0.27
4a6dabcfc18e55e8d66060a40ac7e5b0_aug4,0,1,1,0,0,0,0,0,0,0,0,0,0.27
4a6e25033c2dd569e353ac63da46d4de,0,1,1,0,0,0,0,0,0,0,0,0,0.35
4a6e25033c2dd569e353ac63da46d4de_aug0,0,1,1,0,0,0,0,0,0,0,0,0,0.35
4a6e25033c2dd569e353ac63da46d4de_aug1,0,1,1,0,0,0,0,0,0,0,0,0,0.35
4a6e25033c2dd569e353ac63da46d4de_aug2,0,1,1,0,0,0,0,0,0,0,0,0,0.35
4a6e25033c2dd569e353ac63da46d4de_aug3,0,1,1,0,0,0,0,0,0,0,0,0,0.35
4a6e25033c2dd569e353ac63da46d4de_aug4,0,1,1,0,0,0,0,0,0,0,0,0,0.35
4a777b59f5c51de5f8cffa580a89d8ce,0,1,1,1,0,1,0,0,0,0,0,0,0.34
4a777b59f5c51de5f8cffa580a89d8ce_aug0,0,1,1,1,0,1,0,0,0,0,0,0,0.34
4a777b59f5c51de5f8cffa580a89d8ce_aug1,0,1,1,1,0,1,0,0,0,0,0,0,0.34
4a777b59f5c51de5f8cffa580a89d8ce_aug2,0,1,1,1,0,1,0,0,0,0,0,0,0.34
4a777b59f5c51de5f8cffa580a89d8ce_aug3,0,1,1,1,0,1,0,0,0,0,0,0,0.34
4a777b59f5c51de5f8cffa580a89d8ce_aug4,0,1,1,1,0,1,0,0,0,0,0,0,0.34
4a7ce958f3145d808653f3da506dfb15,0,0,0,1,0,0,0,0,0,0,0,0,0.41
4a7ce958f3145d808653f3da506dfb15_aug0,0,0,0,1,0,0,0,0,0,0,0,0,0.41
4a7ce958f3145d808653f3da506dfb15_aug1,0,0,0,1,0,0,0,0,0,0,0,0,0.41
4a7ce958f3145d808653f3da506dfb15_aug2,0,0,0,1,0,0,0,0,0,0,0,0,0.41
4a7ce958f3145d808653f3da506dfb15_aug3,0,0,0,1,0,0,0,0,0,0,0,0,0.41
4a7ce958f3145d808653f3da506dfb15_aug4,0,0,0,1,0,0,0,0,0,0,0,0,0.41
4a896237b9eda03544419033611aaf1b,0,0,0,0,0,0,1,0,0,0,0,1,0.31
4a896237b9eda03544419033611aaf1b_aug0,0,0,0,0,0,0,1,0,0,0,0,1,0.31
4a896237b9eda03544419033611aaf1b_aug1,0,0,0,0,0,0,1,0,0,0,0,1,0.31
4a896237b9eda03544419033611aaf1b_aug2,0,0,0,0,0,0,1,0,0,0,0,1,0.31
4a896237b9eda03544419033611aaf1b_aug3,0,0,0,0,0,0,1,0,0,0,0,1,0.31
4a896237b9eda03544419033611aaf1b_aug4,0,0,0,0,0,0,1,0,0,0,0,1,0.31
4a8cbef77a9a53bca7fa4f2dba461114,0,1,1,1,0,1,0,0,0,0,0,0,0.59
4a8cbef77a9a53bca7fa4f2dba461114_aug0,0,1,1,1,0,1,0,0,0,0,0,0,0.59
4a8cbef77a9a53bca7fa4f2dba461114_aug1,0,1,1,1,0,1,0,0,0,0,0,0,0.59
4a8cbef77a9a53bca7fa4f2dba461114_aug2,0,1,1,1,0,1,0,0,0,0,0,0,0.59
4a8cbef77a9a53bca7fa4f2dba461114_aug3,0,1,1,1,0,1,0,0,0,0,0,0,0.59
4a8cbef77a9a53bca7fa4f2dba461114_aug4,0,1,1,1,0,1,0,0,0,0,0,0,0.59
4a99251205ffaf23a483b727bdf866a1,0,0,0,1,0,0,0,0,1,0,0,0,0.11
4a99251205ffaf23a483b727bdf866a1_aug0,0,0,0,1,0,0,0,0,1,0,0,0,0.11
4a99251205ffaf23a483b727bdf866a1_aug1,0,0,0,1,0,0,0,0,1,0,0,0,0.11
4a99251205ffaf23a483b727bdf866a1_aug2,0,0,0,1,0,0,0,0,1,0,0,0,0.11
4a99251205ffaf23a483b727bdf866a1_aug3,0,0,0,1,0,0,0,0,1,0,0,0,0.11
4a99251205ffaf23a483b727bdf866a1_aug4,0,0,0,1,0,0,0,0,1,0,0,0,0.11
4aae265edb87d877037116e982a95050,0,1,1,1,0,0,0,1,1,1,1,0,0.47
4aae265edb87d877037116e982a95050_aug0,0,1,1,1,0,0,0,1,1,1,1,0,0.47
4aae265edb87d877037116e982a95050_aug1,0,1,1,1,0,0,0,1,1,1,1,0,0.47
4aae265edb87d877037116e982a95050_aug2,0,1,1,1,0,0,0,1,1,1,1,0,0.47
4aae265edb87d877037116e982a95050_aug3,0,1,1,1,0,0,0,1,1,1,1,0,0.47
4aae265edb87d877037116e982a95050_aug4,0,1,1,1,0,0,0,1,1,1,1,0,0.47
4ab407534f6153ba427f901eb2b45c5b,0,0,0,1,0,0,0,0,0,0,0,0,1.0
4ab407534f6153ba427f901eb2b45c5b_aug0,0,0,0,1,0,0,0,0,0,0,0,0,1.0
4ab407534f6153ba427f901eb2b45c5b_aug1,0,0,0,1,0,0,0,0,0,0,0,0,1.0
4ab407534f6153ba427f901eb2b45c5b_aug2,0,0,0,1,0,0,0,0,0,0,0,0,1.0
4ab407534f6153ba427f901eb2b45c5b_aug3,0,0,0,1,0,0,0,0,0,0,0,0,1.0
4ab407534f6153ba427f901eb2b45c5b_aug4,0,0,0,1,0,0,0,0,0,0,0,0,1.0
4ab88f27a0bde7b64c1ec9c38f8ef7cd,0,1,1,1,0,0,0,0,0,0,0,0,0.57
4ab88f27a0bde7b64c1ec9c38f8ef7cd_aug0,0,1,1,1,0,0,0,0,0,0,0,0,0.57
4ab88f27a0bde7b64c1ec9c38f8ef7cd_aug1,0,1,1,1,0,0,0,0,0,0,0,0,0.57
4ab88f27a0bde7b64c1ec9c38f8ef7cd_aug2,0,1,1,1,0,0,0,0,0,0,0,0,0.57
4ab88f27a0bde7b64c1ec9c38f8ef7cd_aug3,0,1,1,1,0,0,0,0,0,0,0,0,0.57
4ab88f27a0bde7b64c1ec9c38f8ef7cd_aug4,0,1,1,1,0,0,0,0,0,0,0,0,0.57
4aba6632efc0217181b69360a2436afd,0,1,1,1,0,0,0,0,0,0,0,0,0.03
4aba6632efc0217181b69360a2436afd_aug0,0,1,1,1,0,0,0,0,0,0,0,0,0.03
4aba6632efc0217181b69360a2436afd_aug1,0,1,1,1,0,0,0,0,0,0,0,0,0.03
4aba6632efc0217181b69360a2436afd_aug2,0,1,1,1,0,0,0,0,0,0,0,0,0.03
4aba6632efc0217181b69360a2436afd_aug3,0,1,1,1,0,0,0,0,0,0,0,0,0.03
4aba6632efc0217181b69360a2436afd_aug4,0,1,1,1,0,0,0,0,0,0,0,0,0.03
4abd5fc7c6b5db63bd1dc45788c4e6d5,0,1,1,1,0,0,0,0,1,0,0,0,0.35
4abd5fc7c6b5db63bd1dc45788c4e6d5_aug0,0,1,1,1,0,0,0,0,1,0,0,0,0.35
4abd5fc7c6b5db63bd1dc45788c4e6d5_aug1,0,1,1,1,0,0,0,0,1,0,0,0,0.35
4abd5fc7c6b5db63bd1dc45788c4e6d5_aug2,0,1,1,1,0,0,0,0,1,0,0,0,0.35
4abd5fc7c6b5db63bd1dc45788c4e6d5_aug3,0,1,1,1,0,0,0,0,1,0,0,0,0.35
4abd5fc7c6b5db63bd1dc45788c4e6d5_aug4,0,1,1,1,0,0,0,0,1,0,0,0,0.35
4abe7eaecbc07d04212b8d918c2824cd,0,1,1,1,0,0,0,0,0,1,0,0,0.38
4abe7eaecbc07d04212b8d918c2824cd_aug0,0,1,1,1,0,0,0,0,0,1,0,0,0.38
4abe7eaecbc07d04212b8d918c2824cd_aug1,0,1,1,1,0,0,0,0,0,1,0,0,0.38
4abe7eaecbc07d04212b8d918c2824cd_aug2,0,1,1,1,0,0,0,0,0,1,0,0,0.38
4abe7eaecbc07d04212b8d918c2824cd_aug3,0,1,1,1,0,0,0,0,0,1,0,0,0.38
4abe7eaecbc07d04212b8d918c2824cd_aug4,0,1,1,1,0,0,0,0,0,1,0,0,0.38
4ac4bd321e6e281d1bface0acd223d32,0,1,1,1,0,0,1,0,0,0,0,0,0.37
4ac4bd321e6e281d1bface0acd223d32_aug0,0,1,1,1,0,0,1,0,0,0,0,0,0.37
4ac4bd321e6e281d1bface0acd223d32_aug1,0,1,1,1,0,0,1,0,0,0,0,0,0.37
4ac4bd321e6e281d1bface0acd223d32_aug2,0,1,1,1,0,0,1,0,0,0,0,0,0.37
4ac4bd321e6e281d1bface0acd223d32_aug3,0,1,1,1,0,0,1,0,0,0,0,0,0.37
4ac4bd321e6e281d1bface0acd223d32_aug4,0,1,1,1,0,0,1,0,0,0,0,0,0.37
4ac81eb17b3a46b01931f10992d88a1e,0,1,1,1,0,0,0,0,0,0,0,0,0.25
4ac81eb17b3a46b01931f10992d88a1e_aug0,0,1,1,1,0,0,0,0,0,0,0,0,0.25
4ac81eb17b3a46b01931f10992d88a1e_aug1,0,1,1,1,0,0,0,0,0,0,0,0,0.25
4ac81eb17b3a46b01931f10992d88a1e_aug2,0,1,1,1,0,0,0,0,0,0,0,0,0.25
4ac81eb17b3a46b01931f10992d88a1e_aug3,0,1,1,1,0,0,0,0,0,0,0,0,0.25
4ac81eb17b3a46b01931f10992d88a1e_aug4,0,1,1,1,0,0,0,0,0,0,0,0,0.25
4adf50b6ef03d5e29d126a5a21b8fe9f,0,1,1,1,0,0,0,0,1,1,0,0,0.38
4adf50b6ef03d5e29d126a5a21b8fe9f_aug0,0,1,1,1,0,0,0,0,1,1,0,0,0.38
4adf50b6ef03d5e29d126a5a21b8fe9f_aug1,0,1,1,1,0,0,0,0,1,1,0,0,0.38
4adf50b6ef03d5e29d126a5a21b8fe9f_aug2,0,1,1,1,0,0,0,0,1,1,0,0,0.38
4adf50b6ef03d5e29d126a5a21b8fe9f_aug3,0,1,1,1,0,0,0,0,1,1,0,0,0.38
4adf50b6ef03d5e29d126a5a21b8fe9f_aug4,0,1,1,1,0,0,0,0,1,1,0,0,0.38
4aeb75ca3722b87a6534c7e349d0613c,0,1,1,1,0,0,0,0,0,0,0,0,0.19
4aeb75ca3722b87a6534c7e349d0613c_aug0,0,1,1,1,0,0,0,0,0,0,0,0,0.19
4aeb75ca3722b87a6534c7e349d0613c_aug1,0,1,1,1,0,0,0,0,0,0,0,0,0.19
4aeb75ca3722b87a6534c7e349d0613c_aug2,0,1,1,1,0,0,0,0,0,0,0,0,0.19
4aeb75ca3722b87a6534c7e349d0613c_aug3,0,1,1,1,0,0,0,0,0,0,0,0,0.19
4aeb75ca3722b87a6534c7e349d0613c_aug4,0,1,1,1,0,0,0,0,0,0,0,0,0.19
4af5dffff3dfe79af25312c77b44468e,0,1,1,1,0,0,0,0,1,1,0,0,0.18
4af5dffff3dfe79af25312c77b44468e_aug0,0,1,1,1,0,0,0,0,1,1,0,0,0.18
4af5dffff3dfe79af25312c77b44468e_aug1,0,1,1,1,0,0,0,0,1,1,0,0,0.18
4af5dffff3dfe79af25312c77b44468e_aug2,0,1,1,1,0,0,0,0,1,1,0,0,0.18
4af5dffff3dfe79af25312c77b44468e_aug3,0,1,1,1,0,0,0,0,1,1,0,0,0.18
4af5dffff3dfe79af25312c77b44468e_aug4,0,1,1,1,0,0,0,0,1,1,0,0,0.18
4afb6f1cfbb38f4664fb16c57d7d52ab,0,1,1,1,0,0,0,0,0,0,0,0,0.22
4afb6f1cfbb38f4664fb16c57d7d52ab_aug0,0,1,1,1,0,0,0,0,0,0,0,0,0.22
4afb6f1cfbb38f4664fb16c57d7d52ab_aug1,0,1,1,1,0,0,0,0,0,0,0,0,0.22
4afb6f1cfbb38f4664fb16c57d7d52ab_aug2,0,1,1,1,0,0,0,0,0,0,0,0,0.22
4afb6f1cfbb38f4664fb16c57d7d52ab_aug3,0,1,1,1,0,0,0,0,0,0,0,0,0.22
4afb6f1cfbb38f4664fb16c57d7d52ab_aug4,0,1,1,1,0,0,0,0,0,0,0,0,0.22
4b01c54cc36774ec28ea5c59d139551e,0,0,0,1,0,0,0,0,0,0,0,0,0.38
4b01c54cc36774ec28ea5c59d139551e_aug0,0,0,0,1,0,0,0,0,0,0,0,0,0.38
4b01c54cc36774ec28ea5c59d139551e_aug1,0,0,0,1,0,0,0,0,0,0,0,0,0.38
4b01c54cc36774ec28ea5c59d139551e_aug2,0,0,0,1,0,0,0,0,0,0,0,0,0.38
4b01c54cc36774ec28ea5c59d139551e_aug3,0,0,0,1,0,0,0,0,0,0,0,0,0.38
4b01c54cc36774ec28ea5c59d139551e_aug4,0,0,0,1,0,0,0,0,0,0,0,0,0.38
4b0732726652b465f4c4a07fb6ca16e2,0,1,1,1,0,0,0,0,0,0,0,0,0.51
4b0732726652b465f4c4a07fb6ca16e2_aug0,0,1,1,1,0,0,0,0,0,0,0,0,0.51
4b0732726652b465f4c4a07fb6ca16e2_aug1,0,1,1,1,0,0,0,0,0,0,0,0,0.51
4b0732726652b465f4c4a07fb6ca16e2_aug2,0,1,1,1,0,0,0,0,0,0,0,0,0.51
4b0732726652b465f4c4a07fb6ca16e2_aug3,0,1,1,1,0,0,0,0,0,0,0,0,0.51
4b0732726652b465f4c4a07fb6ca16e2_aug4,0,1,1,1,0,0,0,0,0,0,0,0,0.51
4b0f197f8fa07580f1fc5da314920eca,1,1,1,1,0,0,0,0,0,0,0,0,0.37
4b0f197f8fa07580f1fc5da314920eca_aug0,1,1,1,1,0,0,0,0,0,0,0,0,0.37
4b0f197f8fa07580f1fc5da314920eca_aug1,1,1,1,1,0,0,0,0,0,0,0,0,0.37
4b0f197f8fa07580f1fc5da314920eca_aug2,1,1,1,1,0,0,0,0,0,0,0,0,0.37
4b0f197f8fa07580f1fc5da314920eca_aug3,1,1,1,1,0,0,0,0,0,0,0,0,0.37
4b0f197f8fa07580f1fc5da314920eca_aug4,1,1,1,1,0,0,0,0,0,0,0,0,0.37
4b0fedfdf53c4383aa19f2b040b3232c,0,1,1,1,0,0,0,0,1,0,0,0,0.05
4b0fedfdf53c4383aa19f2b040b3232c_aug0,0,1,1,1,0,0,0,0,1,0,0,0,0.05
4b0fedfdf53c4383aa19f2b040b3232c_aug1,0,1,1,1,0,0,0,0,1,0,0,0,0.05
4b0fedfdf53c4383aa19f2b040b3232c_aug2,0,1,1,1,0,0,0,0,1,0,0,0,0.05
4b0fedfdf53c4383aa19f2b040b3232c_aug3,0,1,1,1,0,0,0,0,1,0,0,0,0.05
4b0fedfdf53c4383aa19f2b040b3232c_aug4,0,1,1,1,0,0,0,0,1,0,0,0,0.05
4b1be5dcdf205836b6c62ea777e437c6,0,1,1,1,0,0,0,0,0,1,0,0,0.55
4b1be5dcdf205836b6c62ea777e437c6_aug0,0,1,1,1,0,0,0,0,0,1,0,0,0.55
4b1be5dcdf205836b6c62ea777e437c6_aug1,0,1,1,1,0,0,0,0,0,1,0,0,0.55
4b1be5dcdf205836b6c62ea777e437c6_aug2,0,1,1,1,0,0,0,0,0,1,0,0,0.55
4b1be5dcdf205836b6c62ea777e437c6_aug3,0,1,1,1,0,0,0,0,0,1,0,0,0.55
4b1be5dcdf205836b6c62ea777e437c6_aug4,0,1,1,1,0,0,0,0,0,1,0,0,0.55
4b1c900512425eec3971ce434f8ea6f8,0,1,1,1,0,1,0,0,0,0,0,0,0.24
4b1c900512425eec3971ce434f8ea6f8_aug0,0,1,1,1,0,1,0,0,0,0,0,0,0.24
4b1c900512425eec3971ce434f8ea6f8_aug1,0,1,1,1,0,1,0,0,0,0,0,0,0.24
4b1c900512425eec3971ce434f8ea6f8_aug2,0,1,1,1,0,1,0,0,0,0,0,0,0.24
4b1c900512425eec3971ce434f8ea6f8_aug3,0,1,1,1,0,1,0,0,0,0,0,0,0.24
4b1c900512425eec3971ce434f8ea6f8_aug4,0,1,1,1,0,1,0,0,0,0,0,0,0.24
4b22a815aecff494a98e915b3ffbed2f,0,1,1,1,0,1,0,0,0,1,1,0,1.0
4b22a815aecff494a98e915b3ffbed2f_aug0,0,1,1,1,0,1,0,0,0,1,1,0,1.0
4b22a815aecff494a98e915b3ffbed2f_aug1,0,1,1,1,0,1,0,0,0,1,1,0,1.0
4b22a815aecff494a98e915b3ffbed2f_aug2,0,1,1,1,0,1,0,0,0,1,1,0,1.0
4b22a815aecff494a98e915b3ffbed2f_aug3,0,1,1,1,0,1,0,0,0,1,1,0,1.0
4b22a815aecff494a98e915b3ffbed2f_aug4,0,1,1,1,0,1,0,0,0,1,1,0,1.0
4b249023b0234766daa3258ac27577ac,0,1,1,1,0,0,0,0,0,0,0,0,0.27
4b249023b0234766daa3258ac27577ac_aug0,0,1,1,1,0,0,0,0,0,0,0,0,0.27
4b249023b0234766daa3258ac27577ac_aug1,0,1,1,1,0,0,0,0,0,0,0,0,0.27
4b249023b0234766daa3258ac27577ac_aug2,0,1,1,1,0,0,0,0,0,0,0,0,0.27
4b249023b0234766daa3258ac27577ac_aug3,0,1,1,1,0,0,0,0,0,0,0,0,0.27
4b249023b0234766daa3258ac27577ac_aug4,0,1,1,1,0,0,0,0,0,0,0,0,0.27
4b3a64690f86c2d815c2b5da4578d9a2,0,0,1,1,0,0,0,0,0,0,0,0,0.6
4b3a64690f86c2d815c2b5da4578d9a2_aug0,0,0,1,1,0,0,0,0,0,0,0,0,0.6
4b3a64690f86c2d815c2b5da4578d9a2_aug1,0,0,1,1,0,0,0,0,0,0,0,0,0.6
4b3a64690f86c2d815c2b5da4578d9a2_aug2,0,0,1,1,0,0,0,0,0,0,0,0,0.6
4b3a64690f86c2d815c2b5da4578d9a2_aug3,0,0,1,1,0,0,0,0,0,0,0,0,0.6
